true,predict
0.6985701766809693,0.0
0.7595857551522297,0.0
0.8334336229758417,1.0
0.4864188667309822,1.0
0.8116396107667143,0.0
0.9274971609760284,1.0
0.9144352974628746,1.0
0.9475329495227169,1.0
0.8614753637461613,1.0
0.9489946154323193,1.0
0.7418210301682933,1.0
0.9468728034058501,1.0
0.5829529159372623,0.0
0.9441586725145765,1.0
0.8253196930602918,0.0
0.863323869156886,1.0
0.9653921889980249,1.0
0.9655441796832266,1.0
0.9095907801269696,1.0
0.9464907596089147,1.0
0.9831188408895445,1.0
0.9873238602965863,1.0
0.9627117262007282,1.0
0.9162991832539836,0.0
0.9884753993588582,1.0
0.9187101750797245,1.0
0.9817028423205958,1.0
0.9633483644656559,1.0
0.9308180450682003,1.0
0.8247448358301391,0.0
0.9796459711013111,1.0
0.8176547826906944,1.0
0.919780713298082,1.0
0.6990930612295868,1.0
0.9312952529136914,1.0
0.9872464080907327,1.0
0.8552577137633908,1.0
0.9268075928516392,1.0
0.6729936572469811,1.0
0.8334336229758417,1.0
0.6625584920453134,1.0
0.7796077193788188,1.0
0.9800984922375112,0.0
0.9855774383191137,1.0
0.9580655308460709,1.0
0.8247448358301391,1.0
0.9075119975778454,0.0
0.880645603376022,1.0
0.7584743162008095,1.0
0.9571960648729904,1.0
0.8176547826906944,1.0
0.9784429795661967,1.0
0.8983860795794645,1.0
0.8161594946707563,1.0
0.5860014742079844,1.0
0.9746748224323477,1.0
0.572926477665603,0.0
0.8756221604298902,1.0
0.9785191648125312,1.0
0.928832136970376,1.0
0.9059937449024857,1.0
0.9721709538597785,1.0
0.9286622888227466,1.0
0.8488550337358031,1.0
0.8251234220702173,1.0
0.7602469923919603,1.0
0.8334336229758417,1.0
0.903189367232692,1.0
0.9002866020318808,1.0
0.9190712089335626,1.0
0.9719816162287231,1.0
0.7887780798302799,1.0
0.8697613956706707,1.0
0.8334336229758417,1.0
0.9900902662697036,1.0
0.790150553742475,1.0
0.9038404000450616,1.0
0.8266418163439936,1.0
0.8734219367801866,1.0
0.9026542546913708,0.0
0.8579634417583688,1.0
0.903216907154882,1.0
0.8898218637206159,1.0
0.8563506012318525,1.0
0.913938439074933,1.0
0.9251429119666642,1.0
0.9647658414518147,1.0
0.9382538169993009,1.0
0.9795349250459052,1.0
0.7960855554532709,0.0
0.9245825554391396,1.0
0.8733774352043082,1.0
0.8852154311123578,1.0
0.8918049646449128,1.0
0.5858319812701839,0.0
0.944818956170688,1.0
0.8408187524259221,1.0
0.8176547826906944,1.0
0.9387366140101758,1.0
0.6771156695830428,0.0
0.9255467229698884,1.0
0.8613812977944981,1.0
0.8176547826906944,1.0
0.7165328950963663,1.0
0.5658943206083865,0.0
0.9669120457230449,1.0
0.7278138438643298,1.0
0.6625584920453134,1.0
0.9435252448688248,1.0
0.6714684005580133,0.0
0.9709322711768672,1.0
0.9511605874069179,1.0
0.9867214186403228,1.0
0.8485320181202228,1.0
0.9686103569911564,1.0
0.9317661706199931,1.0
0.9210269119385683,1.0
0.8250317990430749,0.0
0.8247448358301391,1.0
0.947887473603389,1.0
0.9565641481387417,1.0
0.9148757071531644,1.0
0.9354587008615086,1.0
0.9155767995809845,1.0
0.906466382257348,1.0
0.9119699653356046,1.0
0.6797778137654373,0.0
0.7978349492733284,0.0
0.9582673704889342,0.0
0.9853238152157516,1.0
0.8413344668387533,0.0
0.8977618690229229,1.0
0.8390820921014558,1.0
0.8822393780564973,1.0
0.9416208596174933,1.0
0.9590630676532438,1.0
0.8490369195708951,1.0
0.7029729822054611,0.0
0.8508698857823314,1.0
0.631515242125111,1.0
0.8518617407531702,1.0
0.9677551642669342,1.0
0.9123346419197303,1.0
0.9539796320230535,1.0
0.9882007780860966,1.0
0.9316496825676791,1.0
0.9462514601845489,1.0
0.9832889554411935,1.0
0.8048634547133972,0.0
0.9575840041479741,1.0
0.9092057651411437,0.0
0.945310272590356,1.0
0.7221681116329666,1.0
0.9198588592435673,1.0
0.9707689936254807,1.0
0.9846769187430112,1.0
0.7807903188661278,1.0
0.9059156175839029,1.0
0.9613831149403702,1.0
0.9397040519084572,1.0
0.9516721445259874,1.0
0.7757473225058322,1.0
0.9199121281340847,1.0
0.8360006563375164,1.0
0.8484592753610413,1.0
0.821825660807107,1.0
0.9666240419597159,1.0
0.8872409681487866,1.0
0.8226686035901308,1.0
0.9365671853794548,1.0
0.9781256787627357,1.0
0.9373550319719571,1.0
0.8840665252099373,1.0
0.9522571266259996,1.0
0.9803435665550895,1.0
0.7961740779222011,1.0
0.7978349492733284,1.0
0.9556559337552115,1.0
0.8247448358301391,0.0
0.9758196671541063,1.0
0.992330535978947,1.0
0.9443766477577654,1.0
0.2761754589691783,0.0
0.9630531238790363,1.0
0.9099830417453368,1.0
0.9444156248759753,1.0
0.8709718623713861,0.0
0.8414085268487304,1.0
0.8680161817540024,1.0
0.9838029205144995,1.0
0.8130376355291197,1.0
0.8360006563375164,0.0
0.6386022818527973,1.0
0.9440937671753209,1.0
0.9479211998284585,1.0
0.9727018503348,1.0
0.8334336229758417,1.0
